,AT,V,AP,RH,EP
2825,23.03,59.04,1011.85,81.24,444.85
2826,15.83,45.01,1013.39,81.9,460.22
2827,4.31,38.5,1011.75,82.08,492.92
2828,24.2,68.67,1006.72,78.08,444.09
2829,27.77,63.87,1017.97,38.77,444.06
2830,29.49,70.98,1007.83,79.08,434.43
2831,20.98,42.23,1012.9,70.7,462.27
2832,27.16,72.58,1009.24,90.26,429.59
2833,25.96,68.08,1011.34,71.57,432.82
2834,11.28,42.44,1014.62,99.78,473.36
2835,30.36,71.8,1010.9,63.27,437.4
2836,25.47,65.34,1015.3,50.31,445.39
2837,27.51,73.77,1002.42,90.88,436.91
2838,30.02,69.04,1009.68,56.01,440.49
2839,28.8,71.77,1006.41,66.03,426.87
2840,22.36,51.43,1007.47,87.33,442.53
2841,33.67,80.18,1010.83,60.87,431.99
2842,8.35,43.52,1022.78,97.34,479.31
2843,24.12,51.43,1006.55,83.77,441.49
2844,25.53,71.85,1009.19,74.7,431.26
2845,15.36,41.66,1012.41,62.32,466.7
2846,27.67,71.64,1004.41,78.14,433.29
2847,26.64,73.56,1004.98,93.31,432.93
2848,25.09,58.95,1016.99,53.16,443.26
2849,13.09,43.67,1012.22,91.91,474.45
2850,15.06,41.85,1016.78,88.23,466.72
2851,30.03,70.02,1010.07,64.2,436.88
2852,26.85,69.84,1002.84,81.31,426.58
2853,14.13,43.7,1015.94,80.89,469.28
2854,12.36,37.73,1021.36,65.45,470.39
2855,12.91,40.73,1017.66,93.66,464.61
2856,25.79,63.9,1014.39,60.49,442.7
2857,15.86,43.02,1012.18,40.33,466.6
2858,21.95,60.95,1015.22,75.09,450.38
2859,8.4,38.5,1013.67,69.13,486.5
2860,31.01,74.16,1010.89,56.52,434.64
2861,22.49,58.82,1009.73,85.19,444.11
2862,15.66,43.99,1021.18,88.62,467.57
2863,11.86,40.55,1019.82,91.45,473.31
2864,19.12,45.01,1014.0,59.95,453.24
2865,17.27,44.9,1007.85,78.8,454.19
2866,20.24,56.65,1020.72,62.9,455.49
2867,28.18,67.17,1006.84,75.55,438.49
2868,12.24,41.62,1013.38,90.26,461.23
2869,6.25,39.04,1019.65,71.27,484.14
2870,24.27,61.47,1007.84,80.85,448.66
2871,22.55,69.84,1006.57,76.29,438.54
2872,20.76,58.79,1017.22,78.75,447.07
2873,15.33,37.2,1013.4,78.99,466.81
2874,22.12,63.91,1009.61,90.83,447.77
2875,16.65,46.18,1010.6,95.69,465.6
2876,30.37,76.09,1006.95,65.93,435.01
2877,18.71,53.16,1013.26,82.64,455.7
2878,12.99,40.55,1007.52,94.15,472.18
2879,16.8,56.03,1020.65,85.26,461.96
2880,15.49,39.0,1016.01,71.31,462.28
2881,26.08,52.3,1007.03,63.34,442.44
2882,24.18,59.92,1009.88,79.54,438.85
2883,11.8,45.09,1013.21,89.68,470.57
2884,20.7,58.16,1016.73,68.19,453.22
2885,10.5,39.28,1016.55,91.75,480.92
2886,14.88,41.66,1009.4,67.15,468.55
2887,28.21,73.06,1008.26,86.29,430.46
2888,12.82,46.18,1018.53,88.46,466.06
2889,21.14,58.05,1012.98,87.27,449.74
2890,4.93,38.44,1015.65,71.47,485.01
2891,26.25,66.56,1008.29,60.65,436.3
2892,14.95,42.74,1027.66,66.71,464.31
2893,21.46,50.59,1016.75,67.14,453.67
2894,14.35,49.83,1006.39,91.23,462.54
2895,14.18,53.82,1016.9,64.57,465.25
2896,16.03,41.23,996.35,82.04,464.67
2897,25.26,65.61,1014.43,58.35,447.34
2898,24.67,61.5,1009.06,72.77,437.37
2899,20.45,48.41,1010.81,86.7,444.69
2900,20.39,64.15,1021.31,62.35,457.37
2901,27.57,69.84,1004.91,68.37,426.6
2902,16.58,46.18,1010.4,96.29,463.51
2903,21.27,57.5,1014.53,80.76,453.34
2904,22.93,51.19,1009.3,82.8,443.57
2905,15.09,44.34,1019.46,60.49,468.8
2906,15.49,40.89,1007.16,82.16,465.37
2907,27.66,69.75,1009.71,84.27,439.18
2908,21.99,58.96,1014.09,61.3,453.38
2909,28.57,62.26,1010.75,62.12,437.41
2910,14.87,41.76,1022.26,78.21,464.84
2911,7.14,41.22,1016.6,97.09,435.58
2912,24.94,63.94,1012.72,73.71,438.55
2913,10.17,41.17,1018.58,87.72,478.04
2914,22.75,58.79,1011.44,84.47,445.67
2915,26.33,61.41,1011.9,52.1,452.79
2916,13.0,39.85,1012.57,61.56,477.71
2917,22.2,51.19,1009.2,82.95,445.54
2918,20.05,42.48,1012.29,85.09,457.01
2919,15.85,42.28,1007.4,82.12,467.3
2920,27.95,77.54,1010.12,78.97,434.7
2921,27.22,66.48,1004.59,52.66,436.06
2922,14.19,39.52,1018.34,77.25,467.14
2923,18.97,43.43,1012.72,75.69,453.2
2924,13.45,41.49,1020.19,88.72,467.3
2925,18.39,67.71,1003.77,92.48,444.63
2926,31.67,69.68,1012.38,46.52,439.72
2927,27.25,73.03,1014.15,68.52,439.78
2928,17.19,58.86,1016.74,85.97,451.87
2929,34.14,74.34,1000.19,43.56,434.23
2930,32.74,68.31,1010.23,41.29,441.66
2931,10.91,37.92,1008.66,66.53,473.72
2932,16.69,43.52,1021.78,80.87,460.51
2933,14.41,46.18,1016.25,88.88,462.49
2934,22.18,69.05,1002.75,70.84,442.14
2935,11.25,40.67,1011.64,63.54,480.49
2936,5.78,45.87,1012.65,88.8,483.27
2937,19.65,44.89,1009.76,75.36,451.35
2938,15.56,40.12,1013.72,89.78,461.21
2939,25.88,63.47,1011.95,65.87,443.94
2940,15.45,46.63,1012.6,85.47,464.37
2941,29.77,69.48,1009.8,52.6,432.69
2942,20.74,58.12,1015.43,77.88,449.91
2943,31.11,75.33,1002.32,64.25,433.37
2944,25.15,71.14,1011.68,70.33,434.99
2945,12.7,39.72,1017.89,62.97,467.77
2946,10.76,44.58,1016.41,79.24,483.54
2947,30.39,70.98,1007.55,72.76,435.48
2948,11.43,41.16,1022.81,92.04,466.86
2949,10.5,52.72,1026.32,85.04,468.01
2950,13.58,39.28,1016.17,79.17,472.17
2951,15.12,43.79,1016.37,75.62,470.11
2952,21.61,41.54,1014.5,75.62,458.47
2953,28.75,77.24,1008.92,77.17,433.03
2954,21.2,59.39,1014.04,85.06,444.57
2955,23.19,60.75,1008.33,82.0,439.43
2956,23.3,48.78,1018.17,75.36,441.08
2957,22.16,65.48,1017.22,70.51,446.0
2958,23.56,60.77,1017.93,76.34,443.13
2959,29.01,66.44,1011.21,71.56,430.61
2960,14.86,37.85,1010.58,86.8,467.71
2961,14.54,39.39,1013.87,76.39,470.23
2962,32.32,76.09,1006.63,62.96,432.53
2963,23.55,65.94,1011.76,58.44,443.98
2964,25.34,69.48,1008.4,74.79,433.81
2965,31.76,66.54,1003.02,49.64,430.18
2966,21.65,56.89,1013.13,66.07,445.93
2967,26.01,61.47,1009.54,75.01,435.78
2968,25.82,61.08,1013.64,66.4,448.46
2969,29.76,57.19,1008.59,51.1,436.21
2970,18.43,44.63,1019.76,39.99,458.75
2971,23.69,73.67,1007.19,86.73,437.57
2972,31.01,71.37,1003.4,55.06,430.82
2973,11.41,40.62,1015.56,57.62,466.83
2974,20.77,43.77,1010.76,63.12,453.46
2975,11.74,40.71,1020.64,82.15,470.05
2976,19.95,50.66,1013.21,81.98,458.72
2977,10.31,38.18,1018.02,70.1,476.31
2978,27.03,71.14,1010.33,66.25,430.41
2979,10.6,41.46,1021.23,89.02,481.3
2980,8.27,35.76,1020.11,75.25,480.8
2981,27.58,71.97,1008.51,87.99,430.53
2982,12.24,49.83,1007.9,94.28,466.83
2983,28.54,58.33,1013.9,49.4,439.28
2984,22.56,48.92,1010.7,51.63,445.07
2985,10.02,39.82,1012.86,89.47,482.47
2986,9.78,52.75,1022.97,78.31,469.58
2987,9.42,41.4,1029.21,86.4,474.75
2988,25.59,61.5,1009.12,68.0,439.14
2989,19.58,50.12,1009.82,100.1,449.44
2990,27.76,44.89,1009.4,50.15,442.83
2991,29.08,52.84,1006.14,40.09,438.24
2992,20.84,51.19,1008.63,84.11,448.98
2993,10.9,41.46,1016.66,86.2,479.45
2994,11.72,40.55,1021.54,85.13,470.8
2995,28.01,64.69,1007.61,58.45,440.23
2996,26.44,71.73,1009.52,81.75,430.55
2997,13.55,40.1,1014.57,81.48,469.57
2998,11.67,41.93,1019.81,82.58,476.1
2999,13.2,41.78,1010.49,64.96,468.58
3000,24.98,60.32,1016.39,63.12,446.46
3001,28.06,68.24,1010.27,69.72,429.47
3002,23.84,49.21,1013.6,47.63,447.03
3003,18.89,67.71,1003.92,86.12,443.54
3004,17.0,49.78,1005.32,100.1,453.77
3005,27.34,71.29,1008.32,56.51,434.94
3006,30.65,65.18,1012.51,42.32,436.79
3007,19.35,64.15,1021.37,68.53,457.74
3008,30.04,68.08,1011.04,51.01,429.52
3009,23.23,71.77,1005.01,88.1,432.8
3010,27.06,72.58,1009.24,90.31,429.18
3011,22.29,61.27,1019.05,58.23,449.81
3012,27.38,74.16,1010.08,78.61,436.65
3013,13.45,45.87,1008.73,87.06,464.88
3014,20.95,70.72,1009.96,87.73,445.66
3015,16.58,37.64,1015.23,81.59,460.48
3016,29.22,60.23,1009.73,61.5,436.32
3017,23.82,73.67,1007.26,88.16,438.42
3018,28.3,59.27,1010.92,61.83,445.19
3019,31.87,68.67,1005.64,48.85,435.66
3020,29.72,77.95,1014.9,72.73,434.99
3021,7.74,42.49,1009.07,90.11,481.69
3022,18.34,65.94,1013.27,85.42,451.29
3023,19.74,67.71,1007.68,64.02,446.1
3024,11.68,40.55,1006.48,96.16,474.8
3025,13.92,41.16,1003.83,88.69,465.33
3026,13.92,43.41,1015.12,61.64,464.76
3027,30.21,71.32,1006.19,67.57,434.91
3028,20.34,59.8,1015.18,80.21,453.54
3029,14.01,42.74,1029.16,68.31,466.15
3030,19.09,44.63,1019.91,39.32,461.36
3031,7.64,43.79,1016.17,84.45,486.01
3032,14.47,42.99,1009.78,91.15,469.0
3033,31.94,69.98,1013.32,56.17,432.03
3034,15.63,37.87,1020.4,74.77,465.28
3035,18.22,45.09,1013.62,75.56,454.74
3036,17.74,44.2,1018.87,58.59,454.37
3037,14.87,41.23,997.39,82.06,465.01
3038,31.15,66.25,1008.89,61.08,437.55
3039,20.99,67.07,1005.17,82.41,442.02
3040,11.28,43.41,1017.91,81.03,471.42
3041,14.44,42.32,1015.61,76.85,462.13
3042,9.11,36.66,1026.47,74.79,480.74
3043,10.65,41.78,1013.66,70.04,474.27
3044,27.94,49.16,1004.22,35.46,436.75
3045,16.05,65.46,1013.92,87.99,456.94
3046,26.24,70.36,1005.4,82.43,437.31
3047,23.63,60.37,1005.0,81.66,440.74
3048,4.99,41.03,1022.33,83.11,493.16
3049,15.81,54.3,1017.8,68.45,461.63
3050,14.66,40.89,1009.72,91.56,465.73
3051,24.26,56.57,1013.86,70.35,442.9
3052,16.96,44.9,1020.5,77.53,458.1
3053,27.55,65.59,1011.6,63.99,440.53
3054,22.5,58.79,1017.48,73.02,443.35
3055,19.83,63.94,1019.81,75.05,448.03
3056,16.88,43.67,1011.43,73.98,463.81
3057,9.5,37.36,1015.13,63.41,478.8
3058,25.31,49.82,1014.62,62.15,453.05
3059,25.72,49.82,1016.19,60.1,452.33
3060,25.65,69.23,1012.55,62.02,435.25
3061,28.26,63.13,1012.0,68.35,440.58
3062,21.3,41.1,1001.86,42.75,455.13
3063,23.0,60.27,1018.72,84.25,442.0
3064,26.45,64.27,1013.23,60.92,444.9
3065,23.95,60.37,1004.96,79.48,440.9
3066,22.68,59.54,1004.32,95.44,437.96
3067,19.3,56.65,1020.55,70.43,459.1
3068,3.74,35.19,1018.58,98.84,490.5
3069,32.41,72.86,1003.69,58.04,432.75
3070,13.07,45.51,1015.22,78.65,460.14
3071,17.92,44.2,1018.97,53.8,455.37
3072,31.25,73.5,1010.81,45.2,432.25
3073,9.99,42.07,1018.78,85.68,471.6
3074,28.71,70.32,1011.78,76.53,435.95
3075,6.67,39.37,1019.99,75.61,486.84
3076,28.88,63.76,1010.16,56.34,435.54
3077,14.49,42.86,1013.94,88.2,468.4
3078,29.47,65.51,1014.71,58.28,444.8
3079,27.21,68.12,1012.96,54.69,435.2
3080,15.33,52.05,1014.15,80.56,452.82
3081,15.65,39.59,1012.8,87.63,461.94
3082,23.46,57.85,1012.7,65.54,444.66
3083,13.94,41.58,1020.76,68.22,463.07
3084,26.92,78.92,1011.65,96.22,434.64
3085,22.79,68.63,1012.99,55.78,446.16
3086,17.46,42.42,1008.97,69.19,469.63
3087,14.77,44.9,1020.5,84.31,465.23
3088,18.15,41.23,993.82,61.21,456.32
3089,27.05,67.79,1010.99,71.37,443.89
3090,20.51,42.23,1013.25,71.83,461.78
3091,6.99,35.19,1019.32,68.95,480.05
3092,9.32,37.73,1022.14,79.49,477.91
3093,19.05,55.5,1020.25,75.76,457.5
3094,19.69,56.65,1020.86,73.41,455.32
3095,13.68,41.7,1019.19,84.07,464.46
3096,20.21,69.94,1009.33,83.96,447.06
3097,7.61,44.71,1019.41,70.48,485.36
3098,19.45,41.1,1001.88,52.16,458.26
3099,18.93,67.71,1005.04,82.4,444.55
3100,22.44,63.86,1020.0,64.83,447.3
3101,15.5,49.25,1021.41,77.92,453.99
3102,15.97,45.01,1016.58,83.24,456.91
3103,7.98,43.52,1022.45,97.68,481.93
3104,8.36,40.71,1026.34,82.76,487.79
3105,14.2,40.92,1022.26,71.71,460.42
3106,15.54,39.31,1009.69,71.19,461.06
3107,17.3,42.24,1017.07,64.52,469.21
3108,19.53,50.32,1009.71,94.46,449.59
3109,11.01,43.69,1016.7,81.48,477.3
3110,23.5,54.42,1012.31,68.29,455.38
3111,19.79,44.9,1008.66,72.68,455.59
3112,9.59,38.56,1017.52,61.89,481.05
3113,32.44,77.95,1014.83,50.69,434.97
3114,21.84,64.69,1007.57,77.34,450.25
3115,23.5,50.23,1017.51,75.15,457.51
3116,28.84,74.67,1016.52,67.43,428.98
3117,19.41,64.45,1009.44,64.05,452.55
3118,16.38,45.64,1020.47,89.28,462.58
3119,14.43,35.85,1021.99,78.25,464.6
3120,11.62,39.72,1018.4,68.06,471.56
3121,19.73,69.51,1013.14,61.84,450.99
3122,12.76,43.7,1015.13,65.34,475.73
3123,27.01,52.3,1007.78,60.38,439.51
3124,14.09,44.47,1029.08,72.36,466.53
3125,30.02,73.5,1010.52,44.91,429.84
3126,27.94,63.07,1010.75,38.57,441.0
3127,25.98,60.95,1014.5,48.01,442.9
3128,15.09,43.13,1015.71,54.36,466.87
3129,16.36,43.99,1021.34,85.13,465.81
3130,20.88,59.8,1015.66,75.34,453.18
3131,23.28,68.28,1000.79,81.35,442.04
3132,20.36,56.53,1020.25,72.96,455.34
3133,12.24,40.66,1017.4,96.22,464.7
3134,5.11,39.4,1012.16,92.14,488.56
3135,13.97,40.24,1018.32,88.72,467.93
3136,26.31,52.09,1013.39,53.59,447.04
3137,17.2,58.49,1012.06,92.01,458.5
3138,20.41,48.06,1012.62,76.21,451.26
3139,11.29,41.5,1013.39,89.15,476.04
3140,13.78,39.85,1012.7,71.99,474.9
3141,22.91,66.44,1011.23,63.43,444.48
3142,8.47,41.26,1020.57,91.28,477.14
3143,23.82,64.15,1020.96,60.11,447.37
3144,18.56,67.71,1004.77,85.28,444.9
3145,21.32,59.8,1016.26,76.26,452.7
3146,24.32,66.25,1009.09,91.89,444.93
3147,7.49,39.81,1019.03,87.29,483.59
3148,12.81,44.34,1015.55,90.37,474.03
3149,25.34,49.5,1013.25,50.8,457.12
3150,20.12,45.09,1013.73,57.78,448.35
3151,17.1,49.69,1005.53,81.82,457.32
3152,15.33,36.71,1013.99,73.89,468.36
3153,16.18,41.66,1010.01,65.62,465.82
3154,23.36,74.93,1016.57,71.91,443.78
3155,26.81,61.47,1009.68,68.34,443.66
3156,20.0,39.53,1007.59,62.09,456.28
3157,12.04,40.78,1025.21,85.97,463.51
3158,11.93,41.38,1021.76,57.63,473.88
3159,19.72,46.21,1010.54,77.74,449.33
3160,20.21,58.12,1015.36,79.18,453.19
3161,28.8,74.9,1003.48,75.01,434.01
3162,15.61,41.2,1016.12,75.28,467.81
3163,8.53,40.77,1009.85,90.95,481.03
3164,22.39,58.18,1008.52,87.48,448.37
3165,23.86,73.5,1011.34,87.32,438.62
3166,13.51,40.89,1011.03,84.83,471.99
3167,23.28,60.84,1017.91,67.5,444.13
3168,23.06,63.9,1013.54,65.28,447.36
3169,21.49,68.28,1004.68,80.64,438.0
3170,24.6,49.3,1003.72,72.26,439.46
3171,14.12,42.99,1007.13,78.16,468.45
3172,23.47,59.22,1013.44,83.33,442.13
3173,26.09,70.4,1007.41,85.37,432.52
3174,6.79,39.37,1019.79,72.39,487.3
3175,12.71,41.39,1019.3,74.2,475.13
3176,13.67,54.3,1015.92,75.42,467.87
3177,22.63,45.61,1014.14,73.06,457.88
3178,31.16,69.88,1007.01,68.28,433.24
3179,27.08,66.05,1017.91,59.1,441.16
3180,11.24,42.34,1021.3,95.19,469.3
3181,17.33,41.35,999.51,68.36,460.46
3182,20.73,69.94,1009.9,82.12,445.91
3183,12.24,44.9,1020.31,82.22,464.25
3184,29.89,64.69,1006.37,58.78,435.39
3185,16.97,42.86,1013.92,74.8,463.62
3186,18.6,60.1,1009.91,87.13,453.94
3187,8.02,40.23,1017.42,90.26,484.22
3188,14.69,49.64,1023.43,78.17,434.12
3189,18.4,44.92,1024.88,64.89,458.36
3190,15.63,43.02,1012.57,40.32,466.69
3191,14.58,42.07,1017.9,86.14,460.66
3192,27.21,64.05,1010.08,76.69,442.37
3193,22.78,58.96,1013.65,57.06,452.03
3194,10.35,38.38,1020.77,74.55,477.76
3195,18.7,66.51,1015.14,79.23,458.73
3196,23.38,52.84,1005.27,82.98,440.28
3197,29.52,75.33,1002.62,70.64,433.39
3198,33.94,74.67,1015.94,28.16,427.98
3199,16.2,38.73,1002.14,75.03,467.89
3200,24.54,66.49,1011.1,69.14,437.38
3201,29.09,75.33,1001.61,71.06,433.29
3202,14.79,39.54,1007.25,82.54,469.23
3203,8.07,41.01,1023.26,97.5,474.09
3204,21.38,65.12,1015.73,68.02,448.5
3205,28.5,72.99,1007.02,67.13,433.24
3206,24.62,72.43,1007.97,84.36,436.89
3207,15.34,71.14,1019.79,77.56,457.1
3208,18.0,53.16,1013.02,82.47,455.69
3209,24.98,58.98,1010.34,78.56,441.33
3210,24.43,65.18,1012.57,77.83,437.26
3211,14.13,48.92,1011.72,78.06,464.17
3212,21.23,57.32,1010.99,75.17,443.87
3213,34.6,64.96,1003.3,34.32,427.65
3214,7.29,39.37,1019.24,73.46,478.19
3215,29.93,69.48,1009.21,54.59,430.75
3216,30.95,73.06,1008.86,74.86,431.77
3217,22.8,73.17,1011.87,91.57,437.98
3218,32.34,74.99,1002.77,42.83,433.07
3219,20.28,68.63,1012.42,70.31,454.36
3220,19.6,59.21,1017.65,86.29,449.23
3221,17.83,66.86,1011.65,77.31,456.56
3222,26.88,60.96,1012.1,57.9,446.77
3223,10.22,39.16,1015.71,96.2,478.45
3224,25.96,60.32,1016.17,55.51,443.44
3225,13.78,43.22,1011.31,69.7,463.71
3226,23.67,63.86,1019.67,57.95,441.73
3227,5.53,35.79,1011.19,94.01,484.64
3228,12.26,41.5,1014.87,89.41,471.13
3229,23.96,60.95,1015.01,65.24,446.4
3230,28.17,63.13,1012.44,66.61,439.94
3231,18.42,63.94,1020.47,74.47,450.55
3232,24.34,66.05,1019.26,74.58,440.67
3233,26.98,74.78,1009.77,69.54,442.28
3234,28.62,69.98,1013.3,68.53,432.11
3235,9.53,40.62,1015.57,75.49,469.9
3236,15.02,41.48,1015.19,58.69,456.04
3237,34.35,77.17,1009.26,59.33,437.65
3238,9.27,40.22,1008.1,89.24,481.23
3239,22.96,70.79,1005.68,93.93,434.47
3240,13.5,45.51,1015.33,86.95,469.08
3241,34.15,68.51,1010.75,37.02,430.19
3242,8.64,38.56,1016.51,66.03,484.45
3243,23.2,48.41,1008.64,80.92,444.69
3244,31.4,66.54,1003.55,57.73,425.91
3245,17.89,44.6,1014.48,42.51,463.99
3246,10.72,41.17,1019.68,60.71,479.21
3247,8.52,38.5,1013.16,64.06,482.96
3248,8.99,41.26,1020.52,91.96,476.09
3249,26.43,75.33,1004.09,86.48,431.79
3250,12.06,48.04,1010.01,100.13,465.63
3251,12.21,40.64,1020.31,83.84,464.03
3252,25.38,62.96,1019.98,56.88,444.83
3253,30.19,68.08,1010.95,50.34,431.25
3254,24.0,75.23,1010.69,72.46,443.78
3255,7.95,37.49,1009.32,80.8,479.78
3256,23.68,59.27,1010.75,83.82,440.44
3257,14.0,43.34,1016.37,85.51,463.99
3258,11.18,39.61,1018.56,68.0,468.75
3259,18.19,66.54,1012.9,86.05,449.22
3260,32.2,69.68,1012.12,42.47,437.35
3261,24.04,72.43,1008.02,87.2,439.39
3262,30.74,71.77,1006.24,53.38,434.89
3263,24.48,69.45,1013.86,62.39,435.74
3264,30.66,70.98,1007.6,72.08,435.66
3265,10.29,41.74,1019.9,80.51,480.62
3266,6.92,43.13,1018.26,89.23,486.36
3267,29.86,59.57,1011.24,64.02,439.44
3268,13.83,45.08,1024.2,80.52,465.5
3269,22.04,69.51,1013.25,56.15,446.34
3270,29.53,77.54,1010.39,66.13,432.89
3271,10.62,39.64,1010.51,68.55,478.37
3272,16.97,44.92,1025.21,74.27,460.21
3273,13.88,48.79,1017.28,79.4,464.14
3274,30.31,74.16,1010.69,58.81,436.23
3275,25.5,68.08,1011.13,72.86,436.07
3276,12.06,52.72,1024.53,80.05,467.21
3277,30.24,73.9,1006.74,56.39,441.31
3278,14.6,53.82,1016.28,64.83,462.86
3279,23.04,74.22,1009.52,90.93,440.32
3280,10.12,39.96,1025.98,98.63,471.6
3281,11.26,40.43,1025.68,74.67,489.66
3282,7.62,44.71,1020.56,69.96,486.07
3283,32.86,66.44,1010.98,44.99,429.32
3284,21.63,50.16,1005.7,84.84,448.32
3285,23.65,71.98,1006.09,93.39,434.11
3286,26.52,65.06,1013.4,51.78,439.66
3287,8.81,43.56,1014.99,81.5,482.52
3288,22.79,71.77,1005.75,90.91,435.53
3289,25.68,59.44,1012.33,67.29,444.36
3290,32.51,69.98,1013.29,54.07,429.66
3291,15.21,43.5,1021.6,82.06,464.08
3292,28.16,70.72,1009.81,65.32,441.37
3293,29.39,68.24,1009.06,66.76,427.96
3294,14.65,35.4,1016.16,60.26,469.61
3295,6.91,36.08,1021.82,84.31,486.37
3296,22.4,58.12,1015.24,78.03,449.13
3297,26.17,48.92,1009.87,34.43,440.09
3298,14.44,39.0,1017.06,76.02,466.96
3299,17.02,51.86,1021.53,81.28,460.0
3300,9.03,37.14,1012.79,76.27,478.95
3301,25.35,71.98,1006.83,88.44,435.72
3302,23.26,64.05,1012.96,88.31,442.75
3303,9.06,43.79,1016.05,81.32,482.8
3304,23.14,58.95,1017.52,66.25,442.27
3305,25.71,52.84,1006.32,53.29,445.54
3306,11.82,41.67,1012.94,84.51,476.73
3307,26.16,67.9,1005.81,61.02,444.06
3308,24.54,72.24,1011.43,74.1,435.08
3309,23.09,60.95,1015.02,68.78,450.31
3310,28.16,70.98,1008.51,72.12,435.04
3311,27.06,61.41,1011.99,45.23,452.85
3312,19.5,52.72,1025.21,50.21,457.26
3313,21.39,64.27,1011.71,95.39,445.12
3314,10.3,41.46,1018.21,86.17,479.65
3315,22.2,44.05,1007.34,75.13,445.32
3316,29.94,65.74,1012.4,46.94,440.54
3317,14.33,43.41,1015.43,55.4,462.94
3318,11.48,41.2,1012.88,90.04,478.34
3319,26.88,74.78,1010.42,64.81,440.84
3320,23.88,69.94,1007.48,61.0,440.63
3321,23.39,61.87,1010.35,48.91,444.03
3322,10.37,39.04,1023.95,81.93,479.35
3323,12.65,44.34,1014.74,92.81,473.46
3324,30.83,71.58,1009.92,48.8,432.11
3325,13.65,41.58,1020.56,72.17,460.8
3326,20.59,42.04,1009.78,62.77,463.08
3327,25.58,63.47,1011.44,66.81,443.66
3328,14.81,42.77,1017.83,75.09,463.06
3329,8.03,40.07,1016.06,47.46,488.02
3330,18.17,52.08,1001.91,100.09,451.06
3331,6.84,39.4,1011.9,93.75,484.09
3332,15.03,40.66,1016.58,84.08,459.46
3333,16.77,50.9,1013.24,84.4,459.91
3334,24.79,75.6,1017.07,68.23,440.05
3335,3.94,39.9,1008.06,97.49,488.81
3336,20.35,56.53,1020.23,70.05,456.04
3337,28.72,76.86,999.31,71.74,431.74
3338,16.0,42.86,1013.88,81.74,467.5
3339,16.14,44.71,1014.83,39.41,468.88
3340,25.66,70.02,1010.89,68.14,442.2
3341,32.98,73.88,1006.31,47.55,440.28
3342,10.51,39.04,1023.95,85.35,479.15
3343,29.34,74.34,998.58,81.55,430.57
3344,31.18,74.34,1003.81,63.59,434.15
3345,13.75,40.66,1016.41,93.31,461.81
3346,14.09,45.87,1009.05,84.09,465.6
3347,25.99,49.82,1015.95,58.56,452.09
3348,16.6,53.16,1014.5,76.75,457.26
3349,11.73,37.92,1008.02,72.68,472.51
3350,18.26,59.15,1012.04,86.01,451.09
3351,23.62,68.63,1013.18,50.57,447.3
3352,24.68,48.06,1013.83,54.97,447.96
3353,24.93,47.01,1015.12,64.8,455.39
3354,23.1,72.99,1008.85,90.54,440.46
3355,13.66,41.67,1013.43,80.56,469.17
3356,5.37,38.68,1017.76,76.48,487.07
3357,10.54,42.02,997.5,99.77,472.64
3358,31.25,68.94,1005.99,49.61,434.51
3359,26.75,56.57,1013.76,57.93,443.92
3360,12.74,41.5,1012.94,86.28,469.92
3361,7.7,40.72,1022.81,81.97,482.79
3362,12.36,40.56,1022.11,72.99,474.71
3363,13.73,45.08,1023.55,81.64,470.35
3364,25.58,61.08,1013.37,71.27,446.32
3365,24.91,71.29,1008.29,69.06,437.03
3366,27.01,63.78,1016.72,47.89,442.6
3367,21.96,48.78,1019.56,85.05,451.58
3368,23.99,50.32,1008.41,67.4,444.23
3369,25.68,67.79,1010.66,69.51,449.04
3370,21.92,66.54,1012.49,79.82,443.03
3371,19.86,59.14,1016.12,69.32,449.82
3372,26.17,66.54,1002.23,75.6,433.81
3373,27.71,70.32,1008.63,64.05,432.59
3374,31.74,67.32,1013.69,36.59,436.17
3375,22.15,43.77,1010.81,60.08,448.46
3376,21.16,78.11,1006.73,78.11,435.71
3377,18.91,59.21,1017.76,90.49,450.24
3378,11.8,43.99,1020.86,98.44,466.75
3379,15.78,41.48,1015.55,52.17,454.25
3380,28.7,49.16,1004.42,36.51,439.45
3381,17.15,43.69,1017.05,63.36,463.88
3382,23.51,58.79,1016.44,65.38,445.75
3383,12.27,39.82,1012.18,85.58,477.54
3384,18.81,45.01,1015.28,65.91,457.85
3385,13.9,42.86,1030.82,71.89,473.76
3386,7.28,38.56,1018.96,67.98,485.57
3387,6.34,40.64,1020.62,94.39,478.78
3388,16.13,53.82,1015.63,63.08,459.16
3389,18.28,45.0,1022.47,43.03,471.42
3390,24.49,65.59,1011.52,85.12,441.8
3391,30.3,71.98,1004.4,55.6,426.52
3392,18.13,39.72,1002.75,58.85,455.81
3393,16.07,65.46,1013.88,87.11,450.54
3394,19.8,52.9,1017.75,66.67,456.64
3395,23.59,71.73,1009.69,87.06,435.67
3396,26.31,66.48,1005.93,63.9,432.89
3397,13.55,40.1,1015.7,86.68,474.59
3398,21.83,63.07,1011.57,87.02,443.1
3399,17.67,53.16,1013.59,83.31,457.99
3400,14.18,39.3,1020.1,67.48,464.32
3401,23.63,65.59,1013.1,76.95,440.56
3402,18.48,50.16,1011.45,99.92,452.06
3403,24.15,63.13,1013.8,92.1,440.15
3404,21.5,45.38,1013.88,64.28,460.18
3405,21.61,58.62,1017.61,76.07,449.11
3406,20.85,56.89,1013.15,68.22,450.07
3407,18.23,62.26,1011.48,91.35,448.64
